ticker,provider_symbol,company_name,sector,category,universe_tier,country,listing_exchange,exchange_symbol,reporting_currency,market_region,sec_download_eligible,global_public_download_eligible,source_sets,source_policy
CCL,CCL,Carnival Corporation,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CDNS,CDNS,Cadence Design Systems,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CDW,CDW,CDW Corporation,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CE,CE,Celanese Corp,materials,materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CEG,CEG,Constellation Energy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CF,CF,CF Industries,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CFG,CFG,Citizens Financial Group,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CHD,CHD,Church & Dwight,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CHRW,CHRW,C.H. Robinson,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CHTR,CHTR,Charter Communications,Communication Services,Communication Services,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CI,CI,Cigna,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CIEN,CIEN,Ciena,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CINF,CINF,Cincinnati Financial,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CL,CL,Colgate-Palmolive,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CLX,CLX,Clorox,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CMCSA,CMCSA,Comcast,Communication Services,Communication Services,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CME,CME,CME Group,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CMG,CMG,Chipotle Mexican Grill,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CMI,CMI,Cummins,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CMS,CMS,CMS Energy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CNC,CNC,Centene Corporation,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CNP,CNP,CenterPoint Energy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
COF,COF,Capital One,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
COHR,COHR,Coherent Corp.,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
COIN,COIN,Coinbase,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
COO,COO,Cooper Companies (The),Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
COP,COP,ConocoPhillips,Energy,Energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
COR,COR,Cencora,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
COST,COST,Costco,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CPAY,CPAY,Corpay,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CPB,CPB,Campbell's Company (The),Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CPRT,CPRT,Copart,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CPT,CPT,Camden Property Trust,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CRDO,CRDO,Credo Technology Group Holding Ltd,Information Technology,networking_semiconductors,tier2_supply_chain_supplement,,,CRDO,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CRH,CRH,CRH plc,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CRL,CRL,Charles River Laboratories,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CRM,CRM,Salesforce,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CRWD,CRWD,CrowdStrike,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CSCO,CSCO,Cisco,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CSGP,CSGP,CoStar Group,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CSIQ,CSIQ,Canadian Solar Inc.,Information Technology,solar_modules_storage,tier2_supply_chain_supplement,,,CSIQ,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CSX,CSX,CSX Corporation,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CTAS,CTAS,Cintas,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CTRA,CTRA,Coterra Energy Inc.,energy,energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CTSH,CTSH,Cognizant,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CTVA,CTVA,Corteva,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CVNA,CVNA,Carvana,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CVS,CVS,CVS Health,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
CVX,CVX,Chevron Corporation,Energy,Energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
D,D,Dominion Energy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DAL,DAL,Delta Air Lines,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DASH,DASH,DoorDash,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DD,DD,DuPont,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DDOG,DDOG,Datadog,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DE,DE,Deere & Company,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DECK,DECK,Deckers Brands,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DELL,DELL,Dell Technologies,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DG,DG,Dollar General,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DGX,DGX,Quest Diagnostics,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DHI,DHI,D. R. Horton,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DHR,DHR,Danaher Corporation,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DIOD,DIOD,DIODES INC /DEL/,Information Technology,analog_power_semiconductors,tier2_supply_chain_supplement,,,DIOD,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DIS,DIS,Walt Disney Company (The),Communication Services,Communication Services,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DLR,DLR,Digital Realty,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DLTR,DLTR,Dollar Tree,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DNN,DNN,DENISON MINES CORP.,Energy,uranium,tier2_supply_chain_supplement,,,DNN,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DOC,DOC,Healthpeak Properties,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DOV,DOV,Dover Corporation,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DOW,DOW,Dow Inc.,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DPZ,DPZ,Domino's,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DQ,DQ,DAQO NEW ENERGY CORP.,Information Technology,solar_materials,tier2_supply_chain_supplement,,,DQ,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DRI,DRI,Darden Restaurants,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DTE,DTE,DTE Energy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DUK,DUK,Duke Energy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DVA,DVA,DaVita,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DVN,DVN,Devon Energy,Energy,Energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
DXCM,DXCM,Dexcom,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EA,EA,Electronic Arts,Communication Services,Communication Services,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EBAY,EBAY,eBay Inc.,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ECL,ECL,Ecolab,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ED,ED,Consolidated Edison,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EFX,EFX,Equifax,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EG,EG,Everest Group,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EIX,EIX,Edison International,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EL,EL,Estée Lauder Companies (The),Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ELV,ELV,Elevance Health,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EME,EME,Emcor,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EMR,EMR,Emerson Electric,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ENLT,ENLT,Enlight Renewable Energy Ltd.,Utilities,renewable_power,tier2_supply_chain_supplement,,,ENLT,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ENPH,ENPH,"Enphase Energy, Inc.",Information Technology,solar_inverters,tier2_supply_chain_supplement,,,ENPH,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EOG,EOG,EOG Resources,Energy,Energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EQIX,EQIX,Equinix,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EQR,EQR,Equity Residential,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EQT,EQT,EQT Corporation,Energy,Energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ERIE,ERIE,Erie Indemnity,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ES,ES,Eversource Energy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ESS,ESS,Essex Property Trust,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ESTC,ESTC,Elastic N.V.,Information Technology,search_observability_software,tier2_supply_chain_supplement,,,ESTC,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ETN,ETN,Eaton Corporation,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ETR,ETR,Entergy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EVRG,EVRG,Evergy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EW,EW,Edwards Lifesciences,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EXC,EXC,Exelon,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EXE,EXE,Expand Energy,Energy,Energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EXPD,EXPD,Expeditors International,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EXPE,EXPE,Expedia Group,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
EXR,EXR,Extra Space Storage,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
F,F,Ford Motor Company,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FANG,FANG,Diamondback Energy,Energy,Energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FAST,FAST,Fastenal,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FCX,FCX,Freeport-McMoRan,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FDS,FDS,FactSet,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FDX,FDX,FedEx,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FDXF,FDXF,FedEx Freight,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FE,FE,FirstEnergy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FFIV,FFIV,"F5, Inc.",Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FICO,FICO,Fair Isaac,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FIS,FIS,Fidelity National Information Services,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FISV,FISV,Fiserv,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FITB,FITB,Fifth Third Bancorp,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
